Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
393,Th-227,53,0,107.76,0.07,0.00774,0.0026630809225406,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
394,Th-227,54,0,109.2,0.4,0.005289,0.001612360071448,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
395,Th-227,55,0,110.65,0.05,0.003225,0.0020822394194712,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
396,Th-227,56,0,112.6,0.5,0.00903,0.0039458585884443,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
397,Th-227,57,0,113.11,0.05,0.5418,0.0462,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
398,Th-227,58,0,113.11,0.05,0.1548,0.0132,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
399,Th-227,59,0,117.2,0.05,0.19866,0.0220979569191362,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
400,Th-227,60,0,117.5,0.5,0.0129,0.0040232946697948,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
401,Th-227,61,0,123.58,0.1,0.01419,0.0052999716980376,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
402,Th-227,62,0,124.44,0.2,0.004128,0.0022210702375206,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
403,Th-227,63,0,128.02,0.02,0.003225,0.0005847059089833,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
404,Th-227,64,0,129.4,0.2,0.00129,0.0006543126164151,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
405,Th-227,65,0,134.6,0.1,0.03354,0.0070556431315649,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
406,Th-227,66,0,138.4,0.1,0.01419,0.0028496491012052,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
407,Th-227,67,0,140.6,0.3,0.02193,0.0155925398829055,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
408,Th-227,68,0,141.42,0.05,0.11868,0.0253294847953921,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
409,Th-227,69,0,141.42,0.05,0.11868,0.0253294847953921,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
410,Th-227,70,0,150.14,0.2,0.011094,0.0032373031986516,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
411,Th-227,71,0,162.19,0.1,0.00774,0.0026630809225406,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
412,Th-227,72,0,164.52,0.1,0.014577,0.0028638172078538,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
413,Th-227,73,0,168.36,0.1,0.014835,0.002873434356306,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
414,Th-227,74,0,169.95,0.1,0.005547,0.0022434299632482,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
415,Th-227,75,0,171.5,0.2,0.00387,0.0013315404612703,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
416,Th-227,76,0,173.45,0.03,0.017415,0.0029768481654259,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
417,Th-227,77,0,175.8,0.3,0.02064,0.0054518987518111,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
418,Th-227,78,0,181.1,0.3,0.00258,0.0013086252328302,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
419,Th-227,79,0,182.3,0.2,0.00387,0.0013315404612703,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
420,Th-227,80,0,184.65,0.05,0.03612,0.0049460388190955,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
421,Th-227,81,0,197.56,0.1,0.0129,0.0040232946697948,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
422,Th-227,82,0,200.5,0.1,0.0129,0.0090967521676695,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
423,Th-227,83,0,201.64,0.1,0.023736,0.003279173066491,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
424,Th-227,84,0,202.5,0.5,0.00645,0.0026379727064547,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
425,Th-227,85,0,204.14,0.1,0.22704,0.0322560009920634,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
426,Th-227,86,0,204.98,0.1,0.16383,0.029339408651164,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
427,Th-227,87,0,206.08,0.05,0.25413,0.0336931580591668,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
428,Th-227,88,0,206.4,,0.00258,0.0025893628559937,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
429,Th-227,89,0,210.62,0.05,1.2513,0.1397819015466594,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
430,Th-227,90,0,212.7,0.04,0.07869,0.0112501111105624,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
431,Th-227,91,0,212.7,0.3,0.01935,0.0054173886698297,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
432,Th-227,92,0,218.9,0.05,0.10965,0.01392569208334,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
433,Th-227,93,0,218.9,0.05,0.10965,0.01392569208334,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
434,Th-227,94,0,219.0,0.3,0.05031,0.0123772452508625,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
435,Th-227,95,0,223.2,0.4,0.00516,0.0013629746879527,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
436,Th-227,96,0,225.5,0.3,0.00903,0.0026924524136927,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
437,Th-227,97,0,229.9,0.5,0.00387,0.0013315404612703,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
438,Th-227,98,0,234.76,0.1,0.4515,0.0643801988192021,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
439,Th-227,99,1,235.96,0.02,12.9,1.1298513176520175,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
440,Th-227,100,0,246.12,0.1,0.012255,0.0013810988378823,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
441,Th-227,101,0,248.1,0.1,0.02451,0.0055671985773816,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
442,Th-227,102,0,249.6,0.5,0.00774,0.0026630809225406,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
443,Th-227,103,0,250.15,0.05,0.008901,0.0018407634285806,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
444,Th-227,104,0,250.27,0.08,0.4515,0.0545888266955793,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
445,Th-227,105,0,252.5,0.05,0.11094,0.0181417198743669,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
446,Th-227,106,0,254.63,0.03,0.7095,0.1424824550602634,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
447,Th-227,107,0,256.23,0.02,7.0047,0.6110714279034817,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
448,Th-227,108,0,260.6,0.2,0.00516,0.0013629746879527,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
449,Th-227,109,0,262.87,0.05,0.10707,0.011969314934448,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
450,Th-227,110,0,265.3,0.2,0.00516,0.0013629746879527,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
451,Th-227,111,0,267.05,0.2,0.01032,0.0027259493759055,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
452,Th-227,112,0,267.86,0.2,0.007095,0.0026499858490188,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
453,Th-227,113,0,270.56,0.2,0.02838,0.0093486523092903,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
454,Th-227,114,0,272.91,0.05,0.50826,0.0440257106700164,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
455,Th-227,115,0,279.8,0.05,0.05418,0.0137023501633843,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
456,Th-227,116,0,280.7,0.3,0.00258,0.0013086252328302,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
457,Th-227,117,0,281.42,0.05,0.17802,0.019110847704903,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
458,Th-227,118,0,281.42,0.05,0.17802,0.019110847704903,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
459,Th-227,119,0,284.24,0.1,0.03999,0.0133430918455956,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
460,Th-227,120,0,285.52,0.1,0.04386,0.0121975284381714,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
461,Th-227,121,0,286.09,0.2,1.7415,0.2145117479300376,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
462,Th-227,122,0,289.59,0.1,1.935,0.4207065485584934,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
463,Th-227,123,0,289.77,0.1,0.01935,0.0042070654855849,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
464,Th-227,124,0,292.41,0.05,0.06579,0.0095592729849084,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
465,Th-227,125,0,296.5,0.05,0.4386,0.0538186770554609,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
466,Th-227,126,0,299.98,0.03,2.2059,0.1988513515166542,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
467,Th-227,127,0,300.5,0.16,0.01419,0.0028496491012052,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
468,Th-227,128,0,304.5,0.02,1.1481,0.161942613292487,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
469,Th-227,129,0,306.1,0.3,0.01032,0.0039687907478223,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
470,Th-227,130,0,308.4,0.03,0.016899,0.002955144835706,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
471,Th-227,131,0,312.69,0.03,0.516,0.058597696200448,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
472,Th-227,132,0,314.75,0.1,0.03483,0.00297,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
473,Th-227,133,0,314.85,0.04,0.4902,0.0569642870577698,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
474,Th-227,134,0,314.85,0.04,0.4902,0.0569642870577698,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
475,Th-227,135,0,318.46,0.2,0.006708,0.0022663700050962,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
476,Th-227,136,0,319.24,0.05,0.03225,0.0070117758093082,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
477,Th-227,137,0,324.88,0.2,0.01032,0.0027259493759055,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
478,Th-227,138,0,325.99,0.18,0.006321,0.0026357012349657,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
479,Th-227,139,0,329.85,0.02,2.9412,0.2947264494408332,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
480,Th-227,140,0,332.2,0.2,0.001677,0.0005354484102133,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
481,Th-227,141,0,334.37,0.02,1.1352,0.1239395013706284,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
482,Th-227,142,0,339.76,0.1,0.00387,0.0013315404612703,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
483,Th-227,143,0,342.55,0.04,0.3483,0.0950588238934187,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
484,Th-227,144,0,346.45,0.01,0.011997,0.0016463987973756,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
485,Th-227,145,0,348.5,0.5,0.00645,0.0026379727064547,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
486,Th-227,146,0,350.54,0.07,0.10965,0.0203368163683502,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
487,Th-227,147,0,352.61,0.1,0.010062,0.0023548700601094,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
488,Th-227,148,0,362.63,0.1,0.050697,0.0045113666443772,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
489,Th-227,149,0,369.35,0.05,0.006192,0.0013938737389017,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
490,Th-227,150,0,370.93,0.08,0.003999,0.0027303776295596,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
491,Th-227,151,0,374.8,0.2,0.001548,0.000132,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
492,Th-227,152,0,376.27,0.1,0.00516,0.0013629746879527,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
493,Th-227,153,0,379.4,0.1,0.01032,0.0027259493759055,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
494,Th-227,154,0,382.2,0.3,0.00645,0.0014023551618616,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
495,Th-227,155,0,383.51,0.04,0.02451,0.0233138692627371,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
496,Th-227,156,0,392.4,0.5,0.01032,0.0027259493759055,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
497,Th-227,157,0,398.6,0.3,0.001419,0.0004054750300573,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
498,Th-227,158,0,398.6,0.3,0.001419,0.0004054750300573,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
499,Th-227,159,0,402.2,0.3,0.00774,0.0052020380621444,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
500,Th-227,160,0,415.11,0.1,0.001419,0.0006562514761888,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
501,Th-227,161,0,432.33,0.1,0.004128,0.0006246278892268,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
502,Th-227,162,0,536.9,0.1,0.0010965,0.0001920040103747,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
503,Th-227,163,0,565.4,0.1,0.001419,0.0002849649101205,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
504,Th-227,164,0,757.3,0.4,0.0010449,0.0002607926762775,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
505,Th-227,165,0,775.8,0.5,0.001548,0.0001845670609832,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
506,Th-227,166,0,812.6,0.4,0.001677,0.0002949796603157,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
507,Th-227,167,0,823.4,0.4,0.00258,0.0003390634158973,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
508,Th-227,168,0,908.6,0.4,0.0023865,0.0003813377767806,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
509,Th-227,169,0,14.92,,37.477931288936674,,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
510,Th-227,170,0,85.432,,1.5317903675339408,0.0511849721813432,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
511,Th-227,171,0,88.471,,2.502107754874128,0.082981556455508,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
512,Th-227,172,0,100.119,,0.8778588534457317,0.0316910017063479,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
513,Th-227,173,0,101.37,,1.1657965573759317,0.0418561352032204,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
514,Th-227,174,0,102.948,,0.2879377039302,0.0112833781662952,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
515,Ra-223,1,0,9.987,0.016,0.016856,0.0018079524330025,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
516,Ra-223,2,0,14.4,0.01,0.019866,0.0018087114197682,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
517,Ra-223,3,0,69.5,0.1,0.007224,0.0030102152746938,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
518,Ra-223,4,0,70.9,,0.0036722,0.0012041390658889,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
519,Ra-223,5,0,103.2,0.2,0.00602,0.0030101494979485,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
520,Ra-223,6,0,104.23,0.08,0.0119196,0.0006049234331715,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
521,Ra-223,7,0,106.78,0.03,0.0229362,0.0010896116051144,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
522,Ra-223,8,0,108.5,0.2,0.00602,0.0030101494979485,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
523,Ra-223,9,0,110.856,0.01,0.0522536,0.0012907400202984,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
524,Ra-223,10,0,114.7,0.2,0.010234,0.0042143086028434,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
525,Ra-223,11,0,122.319,0.01,1.304534,0.0092797567317252,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
526,Ra-223,12,0,131.6,0.2,0.005418,0.0030101210939096,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
527,Ra-223,13,0,138.3,0.3,0.0026488,0.0010836803956886,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
528,Ra-223,14,0,144.235,0.01,3.47354,0.0250159888871097,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
529,Ra-223,15,0,147.2,0.3,0.00602,0.0030101494979485,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
530,Ra-223,16,0,154.208,0.01,6.02,0.0567396298895225,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
531,Ra-223,17,0,158.635,0.01,0.738052,0.0051550196895841,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
532,Ra-223,18,0,165.8,0.2,0.0041538,0.0014449482793512,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
533,Ra-223,19,0,175.6,0.2,0.01577842,0.0001290587172569,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
534,Ra-223,20,0,177.3,0.1,0.042742,0.0011043359814838,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
535,Ra-223,21,0,179.54,0.06,0.1609146,0.0013480476883256,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
536,Ra-223,22,0,199.3,0.3,0.0029498,0.0014448747800415,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
537,Ra-223,23,0,221.32,0.24,0.0299194,0.0009746717652625,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
538,Ra-223,24,0,246.2,0.3,0.009632,0.0030103826999237,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
539,Ra-223,25,0,249.3,0.1,0.0374444,0.0008632099397018,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
540,Ra-223,26,0,251.6,0.3,0.0636314,0.0012450575930453,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
541,Ra-223,27,0,255.2,0.2,0.0500262,0.0012885465183686,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
