Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
399,Bi-214,231,0,2719.32,0.19,0.00177,0.00018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
400,Bi-214,232,0,2769.92,0.15,0.0245,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
401,Bi-214,233,0,2785.93,0.15,0.0055,0.0005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
402,Bi-214,234,0,2826.96,0.19,0.0024,0.0003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
403,Bi-214,235,0,2880.35,0.14,0.01,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
404,Bi-214,236,0,2893.59,0.14,0.0059,0.0005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
405,Bi-214,237,0,2921.97,0.15,0.0136,0.0009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
406,Bi-214,238,0,2928.53,0.22,0.00109,9e-05,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
407,Bi-214,239,0,2940.0,,0.0036,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
408,Bi-214,240,0,2978.94,0.15,0.0136,0.0005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
409,Bi-214,241,0,3000.0,0.2,0.0086,0.0009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
410,Bi-214,242,0,3053.9,0.2,0.0209,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
411,Bi-214,243,0,3081.79,0.25,0.0059,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
412,Bi-214,244,0,3142.6,0.4,0.00123,0.00014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
413,Bi-214,245,0,3183.6,0.4,0.00136,0.00023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
414,Bi-214,246,0,13.292,,0.6081949263906414,0.0266908281575301,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
415,Bi-214,247,0,76.862,,0.4120000589273293,0.0100346706540134,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
416,Bi-214,248,0,79.29,,0.6860950190296908,0.0164645965092316,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
417,Bi-214,249,0,89.837,,0.2362035179129517,0.0066355329518119,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
418,Bi-214,250,0,90.941,,0.3096628119838797,0.0086186422652554,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
419,Bi-214,251,0,92.315,,0.0734592940709279,0.0023776999298982,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
420,Tl-210,1,0,83.0,30.0,1.9792,0.3958404547289223,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
421,Tl-210,2,0,97.0,30.0,3.9584,1.979200363783313,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
422,Tl-210,3,0,296.0,3.0,79.168,9.89602910262495,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
423,Tl-210,4,0,356.0,10.0,3.9584,1.979200363783313,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
424,Tl-210,5,0,382.0,10.0,2.9688,1.979200204628122,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
425,Tl-210,6,0,480.0,20.0,1.9792,0.9896001818916568,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
426,Tl-210,7,0,670.0,20.0,1.9792,0.9896001818916568,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
427,Tl-210,8,1,799.6,0.3,98.96,0.03,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
428,Tl-210,9,0,860.0,30.0,6.9272,1.979201114086186,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
429,Tl-210,10,0,910.0,30.0,2.9688,1.979200204628122,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
430,Tl-210,11,0,1070.0,10.0,11.8752,4.948001309619875,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
431,Tl-210,12,0,1110.0,20.0,6.9272,1.979201114086186,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
432,Tl-210,13,0,1210.0,20.0,16.8232,3.958403285416988,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
433,Tl-210,14,0,1316.0,13.0,20.7816,4.948004010709773,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
434,Tl-210,15,0,1410.0,20.0,4.948,1.9792005684113976,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
435,Tl-210,16,0,1490.0,20.0,1.9792,0.9896001818916568,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
436,Tl-210,17,0,1540.0,30.0,1.9792,0.9896001818916568,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
437,Tl-210,18,0,1590.0,30.0,1.9792,0.9896001818916568,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
438,Tl-210,19,0,1650.0,30.0,1.9792,0.9896001818916568,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
439,Tl-210,20,0,2010.0,30.0,6.9272,1.979201114086186,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
440,Tl-210,21,0,2090.0,30.0,4.948,1.9792005684113976,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
441,Tl-210,22,0,2270.0,13.0,2.9688,1.979200204628122,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
442,Tl-210,23,0,2360.0,30.0,7.9168,2.9688009700887665,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
443,Tl-210,24,0,2430.0,30.0,8.9064,2.9688012277685414,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
444,Tl-210,25,0,12.522,,19.39859473742208,4.579036278333618,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
445,Tl-210,26,0,72.805,,2.5369346181029955,0.3657282848342628,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
446,Tl-210,27,0,74.97,,4.263755660677303,0.6144082595137619,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
447,Tl-210,28,0,84.986,,1.4572907740243497,0.2110945933754137,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
448,Tl-210,29,0,86.022,,1.897392587779703,0.2747485575601443,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
449,Tl-210,30,0,87.301,,0.4401018137553535,0.064165623415061,0.0,(5+),1.3,3,m,78.0,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
450,Po-214,1,1,799.7,0.1,0.010353,0.0006448263332091,0.0,0+,163.46,4,us,0.00016346,A,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
451,Pb-210,1,0,46.539,0.001,4.25,0.04,0.0,0+,22.2,22,Y,700563756.6359425,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
452,Pb-210,2,0,12.904,,22.66627,1.0027411830539374,0.0,0+,22.2,22,Y,700563756.6359425,B-,100.0,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27,ENSDF
453,Hg-206,1,0,265.832,0.005,0.0035,0.0007,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
454,Hg-206,2,1,304.896,0.006,26.0,5.0,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
455,Hg-206,3,0,344.52,0.17,0.55,0.11,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
456,Hg-206,4,0,383.59,0.06,0.0035,0.0005,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
457,Hg-206,5,0,649.42,0.05,2.2,0.3,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
458,Hg-206,6,0,12.148,,2.9504874547712,0.4844620186575134,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
459,Hg-206,7,0,70.832,,2.299062733096421,0.432531605528366,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
460,Hg-206,8,0,72.874,,3.880929664241089,0.7299506635549972,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
461,Hg-206,9,0,82.629,,1.3198595944969085,0.2490217691117854,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
462,Hg-206,10,0,83.631,,1.7118578940624902,0.322913807586408,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
463,Hg-206,11,0,84.866,,0.3919982995655818,0.0742533047066523,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
464,Tl-206,16,0,803.06,0.03,0.005,0.0005,0.0,0-,4.202,11,m,252.12,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
465,Po-210,1,1,803.06,0.03,0.00103,6e-05,0.0,0+,138.376,2,d,11955686.4,A,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
